Mortgage Amortization Schedule
Loan amount: $480000.0, Interest rate: 6.875%, Term: 15 years, Monthly payment: $4280.90, Final payment: $4281.15, Total paid: $770562.00, Cost of credit: $290562.00
Month	Interest Payment	Principal Payment	Remaining Balance
91	1720.89	2560.01	297814.33
92	1706.23	2574.67	295239.65
93	1691.48	2589.42	292650.23
94	1676.64	2604.26	290045.97
95	1661.72	2619.18	287426.80
96	1646.72	2634.18	284792.61
97	1631.62	2649.28	282143.34
98	1616.45	2664.45	279478.88
99	1601.18	2679.72	276799.16
100	1585.83	2695.07	274104.09
101	1570.39	2710.51	271393.58
102	1554.86	2726.04	268667.54
103	1539.24	2741.66	265925.88
104	1523.53	2757.37	263168.51
105	1507.74	2773.16	260395.35
106	1491.85	2789.05	257606.30
107	1475.87	2805.03	254801.27
108	1459.80	2821.10	251980.17
109	1443.64	2837.26	249142.90
110	1427.38	2853.52	246289.38
111	1411.03	2869.87	243419.52
112	1394.59	2886.31	240533.21
113	1378.05	2902.85	237630.36
114	1361.42	2919.48	234710.89
115	1344.70	2936.20	231774.68
116	1327.88	2953.02	228821.66
117	1310.96	2969.94	225851.72
118	1293.94	2986.96	222864.76
119	1276.83	3004.07	219860.69
120	1259.62	3021.28	216839.41
121	1242.31	3038.59	213800.82
122	1224.90	3056.00	210744.82
123	1207.39	3073.51	207671.31
124	1189.78	3091.12	204580.19
125	1172.07	3108.83	201471.37
126	1154.26	3126.64	198344.73
127	1136.35	3144.55	195200.18
128	1118.33	3162.57	192037.61
129	1100.22	3180.68	188856.93
130	1081.99	3198.91	185658.02
131	1063.67	3217.23	182440.79
132	1045.23	3235.67	179205.12
133	1026.70	3254.20	175950.92
134	1008.05	3272.85	172678.07
135	989.30	3291.60	169386.47
136	970.44	3310.46	166076.01
137	951.48	3329.42	162746.59
138	932.40	3348.50	159398.09
139	913.22	3367.68	156030.41
140	893.92	3386.98	152643.44
141	874.52	3406.38	149237.06
142	855.00	3425.90	145811.16
143	835.38	3445.52	142365.64
144	815.64	3465.26	138900.37
145	795.78	3485.12	135415.26
146	775.82	3505.08	131910.17
147	755.74	3525.16	128385.01
148	735.54	3545.36	124839.65
149	715.23	3565.67	121273.98
150	694.80	3586.10	117687.87
151	674.25	3606.65	114081.23
152	653.59	3627.31	110453.92
153	632.81	3648.09	106805.83
154	611.91	3668.99	103136.83
155	590.89	3690.01	99446.82
156	569.75	3711.15	95735.67
157	548.49	3732.41	92003.26
158	527.10	3753.80	88249.46
159	505.60	3775.30	84474.15
160	483.97	3796.93	80677.22
161	462.21	3818.69	76858.53
162	440.34	3840.56	73017.97
163	418.33	3862.57	69155.40
164	396.20	3884.70	65270.70
165	373.95	3906.95	61363.75
166	351.56	3929.34	57434.41
167	329.05	3951.85	53482.57
168	306.41	3974.49	49508.08
169	283.64	3997.26	45510.82
170	260.74	4020.16	41490.65
171	237.71	4043.19	37447.46
172	214.54	4066.36	33381.10
173	191.25	4089.65	29291.45
174	167.82	4113.08	25178.37
175	144.25	4136.65	21041.72
176	120.55	4160.35	16881.37
177	96.72	4184.18	12697.18
178	72.74	4208.16	8489.03
179	48.64	4232.26	4256.76
180	24.39	4256.51	0.25
